Bib ID,Tipo,Autor,Año,Título,Revista o editorial,Volumen,Número,Páginas,Ciudad,DOI,URL,ISBN,ISSN,Cobertura geográfica,Temas,Idioma,Estado de verificación,Notas,Cita sugerida
BIB-A-0492,Artículo,"Cartagena, Alberto de",1953,Cantos indígenas,Amazonía Colombiana Americanista,,5,96-102,,,,,,,,,No verificado externamente,,"Cartagena, Alberto de. (1953). Cantos indígenas. Amazonía Colombiana Americanista."
BIB-A-0493,Artículo,"Cartagena, Alberto de",1953,Apuntes sobre danzas indígenas de algunas tribus de la Amazonia colombiana,Antropología y Etnología,,8,83-113,,,,,,,,,No verificado externamente,,"Cartagena, Alberto de. (1953). Apuntes sobre danzas indígenas de algunas tribus de la Amazonia colombiana. Antropología y Etnología."
BIB-A-0494,Artículo,"Castellví, Marcelino",1953,"La famosa planta de la vida (Paullina Yoco): Iniciales, bibliografía y comentarios",Amazonía Colombiana Americanista,4,2020-12-16 00:00:00,21-27,,,,,,,,,No verificado externamente,,"Castellví, Marcelino. (1953). La famosa planta de la vida (Paullina Yoco): Iniciales, bibliografía y comentarios. Amazonía Colombiana Americanista."
BIB-A-0495,Artículo,"Caudmont, Jean",1953,Cuentos y leyendas de la Guajira,Revista Colombiana de Folclor,,2,167-174,,,,,,,,,No verificado externamente,,"Caudmont, Jean. (1953). Cuentos y leyendas de la Guajira. Revista Colombiana de Folclor."
BIB-A-0496,Artículo,"Caudrnont, Jean",1953,Cuentos y leyendas de la Guajira,Revista Colombiana de Folclor,,2,167-174,,,,,,,,,No verificado externamente,,"Caudrnont, Jean. (1953). Cuentos y leyendas de la Guajira. Revista Colombiana de Folclor."
BIB-A-0497,Artículo,"Chavez, Milciades",1953,La Guajira: Una región y una cultura de Colombia,Revista Colombiana de Antropología,,1,123-195,,,,,,,,,No verificado externamente,,"Chavez, Milciades. (1953). La Guajira: Una región y una cultura de Colombia. Revista Colombiana de Antropología."
BIB-A-0498,Artículo,"Chavez, Milciades",1953,"La Guajira, una región y una cultura de Colombia",Revista Colombiana de Antropología,,1,123-195,,,,,,,,,No verificado externamente,,"Chavez, Milciades. (1953). La Guajira, una región y una cultura de Colombia. Revista Colombiana de Antropología."
BIB-A-0499,Artículo,"Coluccio, Félix",1953,Contribución al Diccionario folclórico Americano,Revista Colombiana de Folclor,,2,17-31,,,,,,,,,No verificado externamente,,"Coluccio, Félix. (1953). Contribución al Diccionario folclórico Americano. Revista Colombiana de Folclor."
BIB-A-0500,Artículo,"De Carvalho Neto, Paulo",1953,El problema del folclor del indio,América Indígena,13,3,175-185,,,,,,,,,No verificado externamente,,"De Carvalho Neto, Paulo. (1953). El problema del folclor del indio. América Indígena."
BIB-A-0501,Artículo,"Dussan de Reichel, Alicia",1953,La repartición de alimentos en una sociedad de transición,Revista Colombiana de Antropología,,1,259-278,,,,,,,,,No verificado externamente,,"Dussan de Reichel, Alicia. (1953). La repartición de alimentos en una sociedad de transición. Revista Colombiana de Antropología."
BIB-A-0502,Artículo,"Dussan de Reichel, Alicia",1953,Prácticas culinarias en una población mestiza de Colombia,Revista Colombiana de Folclor,,2,105-138,,,,,,,,,No verificado externamente,,"Dussan de Reichel, Alicia. (1953). Prácticas culinarias en una población mestiza de Colombia. Revista Colombiana de Folclor."
BIB-A-0503,Artículo,"Fals Borda, Orlando",1953,Notas sobre la evolución del vestido campesino en la Colombia Central,Revista Colombiana de Folclor,,2,139-147,,,,,,,,,No verificado externamente,,"Fals Borda, Orlando. (1953). Notas sobre la evolución del vestido campesino en la Colombia Central. Revista Colombiana de Folclor."
BIB-A-0504,Artículo,"Fulop, Marcos",1953,El cauchero en el Vaupés,Revista Colombiana de Folclor,,2,243-255,,,,,,,,,No verificado externamente,,"Fulop, Marcos. (1953). El cauchero en el Vaupés. Revista Colombiana de Folclor."
BIB-A-0505,Artículo,"Holmer, Nils y Wassen, Henry",1953,The complete Mulgala picture-writing,Etnologiska stu Dier,,21,,,,,,,,,,No verificado externamente,,"Holmer, Nils y Wassen, Henry. (1953). The complete Mulgala picture-writing. Etnologiska stu Dier."
BIB-A-0506,Artículo,"Jaramillo, Samuel",1953,El canto popular en el Magdalena. Folclor del Departamento del Magdalena,Revista Colombiana de Folclor,32,2,53-,,,,,,,,,No verificado externamente,,"Jaramillo, Samuel. (1953). El canto popular en el Magdalena. Folclor del Departamento del Magdalena. Revista Colombiana de Folclor."
BIB-A-0507,Artículo,"León Rey, José Antonio",1953,El folclor nacional,Hojas de Cultura Popular Colombiana,,25,,,,,,,,,,No verificado externamente,,"León Rey, José Antonio. (1953). El folclor nacional. Hojas de Cultura Popular Colombiana."
BIB-A-0508,Artículo,"León Rey, José Antonio",1953,Riñas de gallos y vocabulario de gallística,Revista Colombiana de Folclor,,2,79-96,,,,,,,,,No verificado externamente,,"León Rey, José Antonio. (1953). Riñas de gallos y vocabulario de gallística. Revista Colombiana de Folclor."
BIB-A-0509,Artículo,"Malaret, Augusto",1953,Esculcando yaguas viejas,Universidad Pontificia Bolivariana,,67,228-236,,,,,,,,,No verificado externamente,,"Malaret, Augusto. (1953). Esculcando yaguas viejas. Universidad Pontificia Bolivariana."
BIB-A-0510,Artículo,"Martínez Mutis, Aurelio",1953,Tres cuentos del folclor colombiano,Bolivar,,21,125-130,,,,,,,,,No verificado externamente,,"Martínez Mutis, Aurelio. (1953). Tres cuentos del folclor colombiano. Bolivar."
BIB-A-0511,Artículo,"Nachtigall, Horst",1953,Shamanismo entre los indios Paeces,Revista Colombiana de Folclor,,3,223-241,,,,,,,,,No verificado externamente,,"Nachtigall, Horst. (1953). Shamanismo entre los indios Paeces. Revista Colombiana de Folclor."
BIB-A-0512,Artículo,"Nachtigall, Horst",1953,Shamanismo entre los indios Paeces,Revista Colombiana de Folclor,,2,223-241,,,,,,,,,No verificado externamente,,"Nachtigall, Horst. (1953). Shamanismo entre los indios Paeces. Revista Colombiana de Folclor."
BIB-A-0513,Artículo,"Nachtigall, Horst",1953,Shamanismus bei den Paez-Indianern,Zeitschrift fur Ethnologie,,78,210-223,,,,,,,,,No verificado externamente,,"Nachtigall, Horst. (1953). Shamanismus bei den Paez-Indianern. Zeitschrift fur Ethnologie."
BIB-A-0514,Artículo,"Pardo Umaña, Camilo",1953,Rosa la Momposina,Hojas de cultura popular colombiana,,35,,,,,,,,,,No verificado externamente,,"Pardo Umaña, Camilo. (1953). Rosa la Momposina. Hojas de cultura popular colombiana."
BIB-A-0515,Artículo,"Pardo, Aristóbulo",1953,Los maestros y el folclor,Revista Colombiana de Folclor,,2,54-78,,,,,,,,,No verificado externamente,,"Pardo, Aristóbulo. (1953). Los maestros y el folclor. Revista Colombiana de Folclor."
BIB-A-0516,Artículo,"Piñeros, Alfonso",1953,Estampas provincianas,Revista Colombiana de Folclor,,2,257-263,,,,,,,,,No verificado externamente,,"Piñeros, Alfonso. (1953). Estampas provincianas. Revista Colombiana de Folclor."
BIB-A-0517,Artículo,"Quevedo, Leandro Miguel",1953,El folclor en los juegos escolares,Revista Colombiana de Folclor,,2,97-103,,,,,,,,,No verificado externamente,,"Quevedo, Leandro Miguel. (1953). El folclor en los juegos escolares. Revista Colombiana de Folclor."
BIB-A-0518,Artículo,"Reichel-Dolmatoff, Gerardo",1953,Actitudes hacia el trabajo en una población mestiza do Colombia,América Indígena,13,3,165-174,,,,,,,,,No verificado externamente,,"Reichel-Dolmatoff, Gerardo. (1953). Actitudes hacia el trabajo en una población mestiza do Colombia. América Indígena."
BIB-A-0519,Artículo,"Reichel-Dolmatoff, Gerardo",1953,Algunos mitos de los indios Chamí,Revista Colombiana de Folclor,,2,148-165,,,,,,,,,No verificado externamente,,"Reichel-Dolmatoff, Gerardo. (1953). Algunos mitos de los indios Chamí. Revista Colombiana de Folclor."
BIB-A-0520,Artículo,"Reichel-Dolmatoff, Gerardo",1953,Prácticas obstétricas como un factor de control social en una sociedad de transición,Anales de la Sociedad de Biología de Bogotá,,6,30-37,,,,,,,,,No verificado externamente,,"Reichel-Dolmatoff, Gerardo. (1953). Prácticas obstétricas como un factor de control social en una sociedad de transición. Anales de la Sociedad de Biología de Bogotá."
BIB-A-0521,Artículo,"Rochereau, Henri",1953,Textos Tegrías: Las Nerjayas,Miscellanea Padre Castellvi,4,12 - 16,203-210,,,,,,,,,No verificado externamente,,"Rochereau, Henri. (1953). Textos Tegrías: Las Nerjayas. Miscellanea Padre Castellvi."
BIB-A-0522,Artículo,"Saffray, Charles",1953,Medellín y sus costumbres,Hojas de Cultura Popular Colombiana,,27,,,,,,,,,,No verificado externamente,,"Saffray, Charles. (1953). Medellín y sus costumbres. Hojas de Cultura Popular Colombiana."
BIB-A-0523,Artículo,"Thomas, Rafael",1953,Carta documental de variado contenido folclórico,Amazonía Colombiana Americanista,,5,69-71,,,,,,,,,No verificado externamente,,"Thomas, Rafael. (1953). Carta documental de variado contenido folclórico. Amazonía Colombiana Americanista."
BIB-A-0524,Artículo,"Wassen, Henry",1953,Contribución a la etnografía Cuna,Revista Universidad de Antioquia,,110,351-363,,,,,,,,,No verificado externamente,,"Wassen, Henry. (1953). Contribución a la etnografía Cuna. Revista Universidad de Antioquia."
BIB-A-0525,Artículo,"Wassen, Henry",1953,Contribución a la etnografía Cuna (Urabá),Revista Universidad de Antioquia,,110,353-363,,,,,,,,,No verificado externamente,,"Wassen, Henry. (1953). Contribución a la etnografía Cuna (Urabá). Revista Universidad de Antioquia."
BIB-A-0526,Artículo,"Aguilera, Miguel",1954,Del arcipreste de Hita al Labrador de Cundinamarca. Ensayo sobre el arcaismo,Bolívar,,7,91-117,,,,,,,,,No verificado externamente,,"Aguilera, Miguel. (1954). Del arcipreste de Hita al Labrador de Cundinamarca. Ensayo sobre el arcaismo. Bolívar."
BIB-A-0527,Artículo,Anónimo,1954,Folclor navideño,Hojas de Cultura Popular Colombiana,,48,,,,,,,,,,No verificado externamente,,Anónimo. (1954). Folclor navideño. Hojas de Cultura Popular Colombiana.
BIB-A-0528,Artículo,"Apolinar María, Hermano",1954,Vocabulario de términos populares en Historia Natural Colombiana,"Revista de la Academia de Ciencias Exactas, Físicas y Naturales",,,,,,,,,,,,No verificado externamente,,"Apolinar María, Hermano. (1954). Vocabulario de términos populares en Historia Natural Colombiana. Revista de la Academia de Ciencias Exactas, Físicas y Naturales."
BIB-A-0529,Artículo,"Arcila Robledo, G.",1954,Revaluación de nuestro vocabulario popular,Thesaurus,,10,397-400,,,,,,,,,No verificado externamente,,"Arcila Robledo, G.. (1954). Revaluación de nuestro vocabulario popular. Thesaurus."
BIB-A-0530,Artículo,"Arias Trujillo, Bernardo",1954,La soledad del negro,Hojas de Cultura Popular Colombiana,,48,,,,,,,,,,No verificado externamente,,"Arias Trujillo, Bernardo. (1954). La soledad del negro. Hojas de Cultura Popular Colombiana."
BIB-A-0531,Artículo,"Arias, Juan de Dios",1954,Paisaje y raza santandereanos,Huellas históricas,,11,50-56,,,,,,,,,No verificado externamente,,"Arias, Juan de Dios. (1954). Paisaje y raza santandereanos. Huellas históricas."
BIB-A-0532,Artículo,"Aristizábal, Ramón",1954,Disquisiciones gramaticales: De nuestro lenguaje popular,Revista Javeriana,41,202,105-108,,,,,,,,,No verificado externamente,,"Aristizábal, Ramón. (1954). Disquisiciones gramaticales: De nuestro lenguaje popular. Revista Javeriana."
BIB-A-0533,Artículo,"Baumgartner, Hans",1954,Leyenda Piaroa sobre el Diluvio,Revista de la Misión del Alto Orinoco,1,2,27-29,,,,,,,,,No verificado externamente,,"Baumgartner, Hans. (1954). Leyenda Piaroa sobre el Diluvio. Revista de la Misión del Alto Orinoco."
BIB-A-0534,Artículo,"Bedoya, Víctor A.",1954,Visión geográfica del municipio del Espinal,Revista Colombiana de Antropología,2,2,118-127,,,,,,,,,No verificado externamente,,"Bedoya, Víctor A.. (1954). Visión geográfica del municipio del Espinal. Revista Colombiana de Antropología."
BIB-A-0535,Artículo,"Bernal Villa, Segundo",1954,Medicina y magia entre los Paeces,Revista Colombiana de Antropología,,2,219-254,,,,,,,,,No verificado externamente,,"Bernal Villa, Segundo. (1954). Medicina y magia entre los Paeces. Revista Colombiana de Antropología."
BIB-A-0536,Artículo,"Biocca, Eltore",1954,Pesquisas sobre o método de preparaçao do curare pelos indios,Revista do Museu Paulista,,8,165-226,,,,,,,,,No verificado externamente,,"Biocca, Eltore. (1954). Pesquisas sobre o método de preparaçao do curare pelos indios. Revista do Museu Paulista."
BIB-A-0537,Artículo,"Cartagena, Alberto de",1954,Cantos indígenas,Hojas de cultura popular colombiana,,46,,,,,,,,,,No verificado externamente,,"Cartagena, Alberto de. (1954). Cantos indígenas. Hojas de cultura popular colombiana."
BIB-A-0538,Artículo,"Escalante, Aquiles",1954,"Notas sobre el Palenque de San Basilio, una comunidad negra en Colombia",Divulgaciones Etnológicas,3,5,207-358,,,,,,,,,No verificado externamente,,"Escalante, Aquiles. (1954). Notas sobre el Palenque de San Basilio, una comunidad negra en Colombia. Divulgaciones Etnológicas."
BIB-A-0539,Artículo,"Flórez, Luis",1954,Algunas fórmulas de tratamiento en el español del Departamen to de Antioquia (Colombia),Thesaurus,,10,78-88,,,,,,,,,No verificado externamente,,"Flórez, Luis. (1954). Algunas fórmulas de tratamiento en el español del Departamen to de Antioquia (Colombia). Thesaurus."
BIB-A-0540,Artículo,"Fulop, Marcos",1954,Aspectos de la cultura Tucana: Cosmogonía,Revista Colombiana de Antropología,,3,99-137,,,,,,,,,No verificado externamente,,"Fulop, Marcos. (1954). Aspectos de la cultura Tucana: Cosmogonía. Revista Colombiana de Antropología."
BIB-A-0541,Artículo,"García, Julio César",1954,Colombianismos,Revista de las fuerzas de policía,,29 - 30,48-54,,,,,,,,,No verificado externamente,,"García, Julio César. (1954). Colombianismos. Revista de las fuerzas de policía."
BIB-A-0542,Artículo,"García, Julio César",1954,Colombianismos,Revista de las fuerzas de policía,,31 - 32,73-76,,,,,,,,,No verificado externamente,,"García, Julio César. (1954). Colombianismos. Revista de las fuerzas de policía."
BIB-A-0543,Artículo,Medina. Ismael Enrique,1954,Leyenda Chibcha: La Princesa Anachué,Repertorio Boyacense,11,175 - 176,3043-3049,,,,,,,,,No verificado externamente,,Medina. Ismael Enrique. (1954). Leyenda Chibcha: La Princesa Anachué. Repertorio Boyacense.
BIB-A-0544,Artículo,"Montoya, Wenceslao",1954,Anotaciones folclóricas,Revista Universidad de Antioquia,,115,407-447,,,,,,,,,No verificado externamente,,"Montoya, Wenceslao. (1954). Anotaciones folclóricas. Revista Universidad de Antioquia."
BIB-A-0545,Artículo,"Patifio, Víctor Manuel",1954,Fitofolclor de la costa colombiana del Pacífico,Archivos venezolanos de folclor,2,3,85-145,,,,,,,,,No verificado externamente,,"Patifio, Víctor Manuel. (1954). Fitofolclor de la costa colombiana del Pacífico. Archivos venezolanos de folclor."
BIB-A-0546,Artículo,"Patiño, Víctor Manuel",1954,Fitofolclor de la costa colombiana del Pacífico,Archivos Venezolanos de Folclor,2,3,85-145,,,,,,,,,No verificado externamente,,"Patiño, Víctor Manuel. (1954). Fitofolclor de la costa colombiana del Pacífico. Archivos Venezolanos de Folclor."
BIB-A-0547,Artículo,"Posada, Marcelino",1954,Bitorieros y guayaberas (etnobotánica),Boletín del Instituto de Antropología de la Universidad de Antioquia,1,2,193-201,,,,,,,,,No verificado externamente,,"Posada, Marcelino. (1954). Bitorieros y guayaberas (etnobotánica). Boletín del Instituto de Antropología de la Universidad de Antioquia."
BIB-A-0548,Artículo,"Price, Thomas",1954,Estado y necesidades de las investigaciones afrocolombianas,Revista Colombiana de Antropología,,2,11-36,,,,,,,,,No verificado externamente,,"Price, Thomas. (1954). Estado y necesidades de las investigaciones afrocolombianas. Revista Colombiana de Antropología."
BIB-A-0549,Artículo,"Price, Thomas",1954,Algunos aspectos de estabilidad y desorganización en una comunidad isleña del Caribe Colombiano,Revista Colombiana de Antropología,,3,11-54,,,,,,,,,No verificado externamente,,"Price, Thomas. (1954). Algunos aspectos de estabilidad y desorganización en una comunidad isleña del Caribe Colombiano. Revista Colombiana de Antropología."
BIB-A-0550,Artículo,"Rivas Putnam, Ignacio",1954,Una aclaración folclórica,Boletín de Historia y antigüedades,,41,479-481,,,,,,,,,No verificado externamente,,"Rivas Putnam, Ignacio. (1954). Una aclaración folclórica. Boletín de Historia y antigüedades."
BIB-A-0551,Artículo,"Santa, Eduardo",1954,"La provincia perdida: el bobo, la escuela, las ferias",Hojas de Cultura Popular Colombiana,,46,,,,,,,,,,No verificado externamente,,"Santa, Eduardo. (1954). La provincia perdida: el bobo, la escuela, las ferias. Hojas de Cultura Popular Colombiana."
BIB-A-0552,Artículo,"Schultes, Richard Evans",1954,A new narcotic snuff from the northwest Amazon,Botanical Museum Leaflets. Harvard University,16,9,241-260,,,,,,,,,No verificado externamente,,"Schultes, Richard Evans. (1954). A new narcotic snuff from the northwest Amazon. Botanical Museum Leaflets. Harvard University."
BIB-A-0553,Artículo,"Tobón, Julio",1954,Don Quijote y nuestro pueblo,Revista Universidad de Antioquia,,115,449-455,,,,,,,,,No verificado externamente,,"Tobón, Julio. (1954). Don Quijote y nuestro pueblo. Revista Universidad de Antioquia."
BIB-A-0554,Artículo,"Uscátegui Mendoza, Néstor",1954,Contribución al estudio de la masticación de las hojas de coca,Revista Colombiana de Antropología,,3,207-289,,,,,,,,,No verificado externamente,,"Uscátegui Mendoza, Néstor. (1954). Contribución al estudio de la masticación de las hojas de coca. Revista Colombiana de Antropología."
